Feature,Chi-Square Score,p-Value
Target,2962.0445126632767,0.0
age_group,269.4876445563832,3.030410862329066e-59
admission_grade_category,18.675969216453826,8.801664547687924e-05
unemployment_category,2.8354578392413883,0.24226359268739467
marital_status_group,1.2335007848874167,0.5396953893160896
